nama_variabel,nama_tahun,nama_wilayah,data_content
Index Kedalaman Kemiskinan,2023,SULAWESI TENGGARA,1.96
Index Kedalaman Kemiskinan,2023,Buton,1.93
Index Kedalaman Kemiskinan,2023,Muna,2.21
Index Kedalaman Kemiskinan,2023,Konawe,2.35
Index Kedalaman Kemiskinan,2023,Kolaka,1.95
Index Kedalaman Kemiskinan,2023,Konawe Selatan,2.2
Index Kedalaman Kemiskinan,2023,Bombana,2.05
Index Kedalaman Kemiskinan,2023,Wakatobi,3.64
Index Kedalaman Kemiskinan,2023,Kolaka Utara,2.93
Index Kedalaman Kemiskinan,2023,Buton Utara,2.13
Index Kedalaman Kemiskinan,2023,Konawe Utara,2.47
Index Kedalaman Kemiskinan,2023,Kolaka Timur,2.49
Index Kedalaman Kemiskinan,2023,Konawe Kepulauan,2.79
Index Kedalaman Kemiskinan,2023,Muna Barat,1.92
Index Kedalaman Kemiskinan,2023,Buton Tengah,1.72
Index Kedalaman Kemiskinan,2023,Buton Selatan,2
Index Kedalaman Kemiskinan,2023,Kota Kendari,0.64
Index Kedalaman Kemiskinan,2023,Kota Baubau,1.21
Index Kedalaman Kemiskinan,2023,GORONTALO,2.92
Index Kedalaman Kemiskinan,2023,Boalemo,3.41
Index Kedalaman Kemiskinan,2023,Gorontalo,3.97
Index Kedalaman Kemiskinan,2023,Pohuwato,2.69
Index Kedalaman Kemiskinan,2023,Bone Bolango,2.35
Index Kedalaman Kemiskinan,2023,Gorontalo Utara,2.69
Index Kedalaman Kemiskinan,2023,Kota Gorontalo,0.62
Index Kedalaman Kemiskinan,2023,SULAWESI BARAT,1.8
Index Kedalaman Kemiskinan,2023,Majene,1.87
Index Kedalaman Kemiskinan,2023,Polewali Mandar,2.42
Index Kedalaman Kemiskinan,2023,Mamasa,2.17
Index Kedalaman Kemiskinan,2023,Mamuju,0.79
Index Kedalaman Kemiskinan,2023,Mamuju Utara,0.72
Index Kedalaman Kemiskinan,2023,Mamuju Tengah,0.97
Index Kedalaman Kemiskinan,2023,MALUKU,3.08
Index Kedalaman Kemiskinan,2023,Maluku Tenggara Barat,4.07
Index Kedalaman Kemiskinan,2023,Maluku Tenggara,3.85
Index Kedalaman Kemiskinan,2023,Maluku Tengah,2.78
Index Kedalaman Kemiskinan,2023,Buru,3.07
Index Kedalaman Kemiskinan,2023,Kepulauan Aru,4.33
Index Kedalaman Kemiskinan,2023,Seram Bagian Barat,4.56
Index Kedalaman Kemiskinan,2023,Seram Bagian Timur,3.29
Index Kedalaman Kemiskinan,2023,Maluku Barat Daya,5.58
Index Kedalaman Kemiskinan,2023,Buru Selatan,2.27
Index Kedalaman Kemiskinan,2023,Kota Ambon,0.65
Index Kedalaman Kemiskinan,2023,Kota Tual,2.86
Index Kedalaman Kemiskinan,2023,MALUKU UTARA,1.08
Index Kedalaman Kemiskinan,2023,Halmahera Barat,1.58
Index Kedalaman Kemiskinan,2023,Halmahera Tengah,1.8
Index Kedalaman Kemiskinan,2023,Kepulauan Sula,0.7
Index Kedalaman Kemiskinan,2023,Halmahera Selatan,0.88
Index Kedalaman Kemiskinan,2023,Halmahera Utara,0.42
Index Kedalaman Kemiskinan,2023,Halmahera Timur,2.55
Index Kedalaman Kemiskinan,2023,Pulau Morotai,0.72
Index Kedalaman Kemiskinan,2023,Pulau Taliabu,0.68
Index Kedalaman Kemiskinan,2023,Kota Ternate,0.56
Index Kedalaman Kemiskinan,2023,Kota Tidore Kepulauan,0.96
Index Kedalaman Kemiskinan,2023,PAPUA BARAT,4.94
Index Kedalaman Kemiskinan,2023,Fakfak,4.92
Index Kedalaman Kemiskinan,2023,Kaimana,3.13
Index Kedalaman Kemiskinan,2023,Teluk Wondama,6.44
Index Kedalaman Kemiskinan,2023,Teluk Bintuni,7.44
Index Kedalaman Kemiskinan,2023,Manokwari,4.16
Index Kedalaman Kemiskinan,2023,Sorong Selatan,3.43
Index Kedalaman Kemiskinan,2023,Sorong,7.2
Index Kedalaman Kemiskinan,2023,Raja Ampat,2.53
Index Kedalaman Kemiskinan,2023,Tambrauw,5.07
Index Kedalaman Kemiskinan,2023,Maybrat,8.09
Index Kedalaman Kemiskinan,2023,Manokwari Selatan,7.45
Index Kedalaman Kemiskinan,2023,Pegunungan Arfak,6.21
Index Kedalaman Kemiskinan,2023,Kota Sorong,3.98
Index Kedalaman Kemiskinan,2023,PAPUA,6.25
Index Kedalaman Kemiskinan,2023,Merauke,1.96
Index Kedalaman Kemiskinan,2023,Jayawijaya,9.37
Index Kedalaman Kemiskinan,2023,Jayapura,2.12
Index Kedalaman Kemiskinan,2023,Nabire,8.02
Index Kedalaman Kemiskinan,2023,Kepulauan Yapen,6.42
Index Kedalaman Kemiskinan,2023,Biak Numfor,5.6
Index Kedalaman Kemiskinan,2023,Paniai,4.37
Index Kedalaman Kemiskinan,2023,Puncak Jaya,7.28
Index Kedalaman Kemiskinan,2023,Mimika,3.96
Index Kedalaman Kemiskinan,2023,Boven Digoel,4.5
Index Kedalaman Kemiskinan,2023,Mappi,3.12
Index Kedalaman Kemiskinan,2023,Asmat,3.75
Index Kedalaman Kemiskinan,2023,Yahukimo,5.03
Index Kedalaman Kemiskinan,2023,Pegunungan Bintang,7.66
Index Kedalaman Kemiskinan,2023,Tolikara,5.23
Index Kedalaman Kemiskinan,2023,Sarmi,2.04
Index Kedalaman Kemiskinan,2023,Keerom,3.79
Index Kedalaman Kemiskinan,2023,Waropen,7.16
Index Kedalaman Kemiskinan,2023,Supiori,11.01
Index Kedalaman Kemiskinan,2023,Mamberamo Raya,6.25
Index Kedalaman Kemiskinan,2023,Nduga *,10.75
Index Kedalaman Kemiskinan,2023,Lanny Jaya,13.15
Index Kedalaman Kemiskinan,2023,Mamberamo Tengah,7.89
Index Kedalaman Kemiskinan,2023,Yalimo,11.89
Index Kedalaman Kemiskinan,2023,Puncak,9.12
Index Kedalaman Kemiskinan,2023,Dogiyai,4.82
Index Kedalaman Kemiskinan,2023,Intan Jaya,14.01
Index Kedalaman Kemiskinan,2023,Deiyai,6.43
Index Kedalaman Kemiskinan,2023,Kota Jayapura,2.12
Index Kedalaman Kemiskinan,2022,ACEH,2.49
Index Kedalaman Kemiskinan,2022,Simeulue,2.73
Index Kedalaman Kemiskinan,2022,Aceh Singkil,3.18
Index Kedalaman Kemiskinan,2022,Aceh Selatan,1.31
Index Kedalaman Kemiskinan,2022,Aceh Tenggara,1.92
Index Kedalaman Kemiskinan,2022,Aceh Timur,2.78
Index Kedalaman Kemiskinan,2022,Aceh Tengah,2.41
Index Kedalaman Kemiskinan,2022,Aceh Barat,2.22
Index Kedalaman Kemiskinan,2022,Aceh Besar,2.09
Index Kedalaman Kemiskinan,2022,Pidie,3.1
Index Kedalaman Kemiskinan,2022,Bireuen,2.08
Index Kedalaman Kemiskinan,2022,Aceh Utara,2.48
Index Kedalaman Kemiskinan,2022,Aceh Barat Daya,1.69
Index Kedalaman Kemiskinan,2022,Gayo Lues,2.67
Index Kedalaman Kemiskinan,2022,Aceh Tamiang,1.8
Index Kedalaman Kemiskinan,2022,Nagan Raya,3.06
Index Kedalaman Kemiskinan,2022,Aceh Jaya,1.61
Index Kedalaman Kemiskinan,2022,Bener Meriah,3.54
Index Kedalaman Kemiskinan,2022,Pidie Jaya,2.66
Index Kedalaman Kemiskinan,2022,Kota Banda Aceh,1.52
Index Kedalaman Kemiskinan,2022,Kota Sabang,3.3
Index Kedalaman Kemiskinan,2022,Kota Langsa,2.17
Index Kedalaman Kemiskinan,2022,Kota Lhokseumawe,1.33
Index Kedalaman Kemiskinan,2022,Kota Subulussalam,2.45
Index Kedalaman Kemiskinan,2022,SUMATERA UTARA,1.36
Index Kedalaman Kemiskinan,2022,Nias,2.53
Index Kedalaman Kemiskinan,2022,Mandailing Natal,1.15
Index Kedalaman Kemiskinan,2022,Tapanuli Selatan,0.91
Index Kedalaman Kemiskinan,2022,Tapanuli Tengah,1.94
Index Kedalaman Kemiskinan,2022,Tapanuli Utara,1.22
Index Kedalaman Kemiskinan,2022,Toba Samosir,1.23
Index Kedalaman Kemiskinan,2022,Labuhan Batu,0.69
Index Kedalaman Kemiskinan,2022,Asahan,1.22
Index Kedalaman Kemiskinan,2022,Simalungun,1.69
Index Kedalaman Kemiskinan,2022,Dairi,0.65
Index Kedalaman Kemiskinan,2022,Karo,1.13
Index Kedalaman Kemiskinan,2022,Deli Serdang,0.62
Index Kedalaman Kemiskinan,2022,Langkat,1.33
Index Kedalaman Kemiskinan,2022,Nias Selatan,2.71
Index Kedalaman Kemiskinan,2022,Humbang Hasundutan,1.4
Index Kedalaman Kemiskinan,2022,Pakpak Bharat,1.37
Index Kedalaman Kemiskinan,2022,Samosir,1.63
Index Kedalaman Kemiskinan,2022,Serdang Bedagai,1.11
Index Kedalaman Kemiskinan,2022,Batu Bara,1.34
Index Kedalaman Kemiskinan,2022,Padang Lawas Utara,0.73
Index Kedalaman Kemiskinan,2022,Padang Lawas,0.93
Index Kedalaman Kemiskinan,2022,Labuhan Batu Selatan,1.04
Index Kedalaman Kemiskinan,2022,Labuhan Batu Utara,1.17
Index Kedalaman Kemiskinan,2022,Nias Utara,4.54
Index Kedalaman Kemiskinan,2022,Nias Barat,3.1
Index Kedalaman Kemiskinan,2022,Kota Sibolga,1.4
Index Kedalaman Kemiskinan,2022,Kota Tanjung Balai,1.81
Index Kedalaman Kemiskinan,2022,Kota Pematang Siantar,1
Index Kedalaman Kemiskinan,2022,Kota Tebing Tinggi,1.14
Index Kedalaman Kemiskinan,2022,Kota Medan,1.13
Index Kedalaman Kemiskinan,2022,Kota Binjai,0.49
Index Kedalaman Kemiskinan,2022,Kota Padangsidimpuan,0.8
Index Kedalaman Kemiskinan,2022,Kota Gunungsitoli,2.24
Index Kedalaman Kemiskinan,2022,SUMATERA BARAT,0.8
Index Kedalaman Kemiskinan,2022,Kepulauan Mentawai,1.76
Index Kedalaman Kemiskinan,2022,Pesisir Selatan,0.71
Index Kedalaman Kemiskinan,2022,Solok,1.03
Index Kedalaman Kemiskinan,2022,Sijunjung,0.96
Index Kedalaman Kemiskinan,2022,Tanah Datar,0.62
Index Kedalaman Kemiskinan,2022,Padang Pariaman,0.69
Index Kedalaman Kemiskinan,2022,Agam,0.7
Index Kedalaman Kemiskinan,2022,Lima Puluh Kota,0.92
Index Kedalaman Kemiskinan,2022,Pasaman,0.65
Index Kedalaman Kemiskinan,2022,Solok Selatan,1.12
Index Kedalaman Kemiskinan,2022,Dharmasraya,0.74
Index Kedalaman Kemiskinan,2022,Pasaman Barat,1.1
Index Kedalaman Kemiskinan,2022,Kota Padang,0.61
Index Kedalaman Kemiskinan,2022,Kota Solok,0.58
Index Kedalaman Kemiskinan,2022,Kota Sawah Lunto,0.34
Index Kedalaman Kemiskinan,2022,Kota Padang Panjang,0.41
Index Kedalaman Kemiskinan,2022,Kota Bukittinggi,0.83
Index Kedalaman Kemiskinan,2022,Kota Payakumbuh,0.49
Index Kedalaman Kemiskinan,2022,Kota Pariaman,0.46
Index Kedalaman Kemiskinan,2022,RIAU,1.1
Index Kedalaman Kemiskinan,2022,Kuantan Singingi,1.18
Index Kedalaman Kemiskinan,2022,Indragiri Hulu,1.01
Index Kedalaman Kemiskinan,2022,Indragiri Hilir,0.73
Index Kedalaman Kemiskinan,2022,Pelalawan,1.23
Index Kedalaman Kemiskinan,2022,Siak,0.77
Index Kedalaman Kemiskinan,2022,Kampar,1.1
Index Kedalaman Kemiskinan,2022,Rokan Hulu,1.51
Index Kedalaman Kemiskinan,2022,Bengkalis,0.81
Index Kedalaman Kemiskinan,2022,Rokan Hilir,1.34
Index Kedalaman Kemiskinan,2022,Kepulauan Meranti,3.54
Index Kedalaman Kemiskinan,2022,Kota Pekanbaru,0.33
Index Kedalaman Kemiskinan,2022,Kota Dumai,0.36
Index Kedalaman Kemiskinan,2022,JAMBI,1.17
Index Kedalaman Kemiskinan,2022,Kerinci,1.22
Index Kedalaman Kemiskinan,2022,Merangin,1.21
Index Kedalaman Kemiskinan,2022,Sarolangun,1.32
Index Kedalaman Kemiskinan,2022,Batang Hari,1.44
Index Kedalaman Kemiskinan,2022,Muaro Jambi,0.4
Index Kedalaman Kemiskinan,2022,Tanjung Jabung Timur,1.37
Index Kedalaman Kemiskinan,2022,Tanjung Jabung Barat,1.61
Index Kedalaman Kemiskinan,2022,Tebo,0.74
Index Kedalaman Kemiskinan,2022,Bungo,0.81
Index Kedalaman Kemiskinan,2022,Kota Jambi,1.19
Index Kedalaman Kemiskinan,2022,Kota Sungai Penuh,0.28
Index Kedalaman Kemiskinan,2022,SUMATERA SELATAN,1.96
Index Kedalaman Kemiskinan,2022,Ogan Komering Ulu,1.64
Index Kedalaman Kemiskinan,2022,Ogan Komering Ilir,2.85
Index Kedalaman Kemiskinan,2022,Muara Enim,1.72
Index Kedalaman Kemiskinan,2022,Lahat,3.42
Index Kedalaman Kemiskinan,2022,Musi Rawas,1.94
Index Kedalaman Kemiskinan,2022,Musi Banyuasin,2.95
Index Kedalaman Kemiskinan,2022,Banyu Asin,1.86
Index Kedalaman Kemiskinan,2022,Ogan Komering Ulu Selatan,1.09
Index Kedalaman Kemiskinan,2022,Ogan Komering Ulu Timur,0.96
Index Kedalaman Kemiskinan,2022,Ogan Ilir,2.24
Index Kedalaman Kemiskinan,2022,Empat Lawang,1.98
Index Kedalaman Kemiskinan,2022,Penukal Abab Lematang Ilir,1.5
Index Kedalaman Kemiskinan,2022,Musi Rawas Utara,3.07
Index Kedalaman Kemiskinan,2022,Kota Palembang,2.25
Index Kedalaman Kemiskinan,2022,Kota Prabumulih,1.37
Index Kedalaman Kemiskinan,2022,Kota Pagar Alam,0.88
Index Kedalaman Kemiskinan,2022,Kota Lubuklinggau,1.5
Index Kedalaman Kemiskinan,2022,BENGKULU,2.43
Index Kedalaman Kemiskinan,2022,Bengkulu Selatan,2.97
Index Kedalaman Kemiskinan,2022,Rejang Lebong,2.76
Index Kedalaman Kemiskinan,2022,Bengkulu Utara,1.61
Index Kedalaman Kemiskinan,2022,Kaur,4.22
Index Kedalaman Kemiskinan,2022,Seluma,3.02
Index Kedalaman Kemiskinan,2022,Mukomuko,2.05
Index Kedalaman Kemiskinan,2022,Lebong,1.15
Index Kedalaman Kemiskinan,2022,Kepahiang,2.2
Index Kedalaman Kemiskinan,2022,Bengkulu Tengah,1.69
Index Kedalaman Kemiskinan,2022,Kota Bengkulu,3.21
Index Kedalaman Kemiskinan,2022,LAMPUNG,1.82
Index Kedalaman Kemiskinan,2022,Lampung Barat,1.89
Index Kedalaman Kemiskinan,2022,Tanggamus,1.42
Index Kedalaman Kemiskinan,2022,Lampung Selatan,1.87
Index Kedalaman Kemiskinan,2022,Lampung Timur,2.31
Index Kedalaman Kemiskinan,2022,Lampung Tengah,1.64
Index Kedalaman Kemiskinan,2022,Lampung Utara,2.95
Index Kedalaman Kemiskinan,2022,Way Kanan,2.15
Index Kedalaman Kemiskinan,2022,Tulangbawang,1.17
Index Kedalaman Kemiskinan,2022,Pesawaran,2
Index Kedalaman Kemiskinan,2022,Pringsewu,1.07
Index Kedalaman Kemiskinan,2022,Mesuji,0.65
Index Kedalaman Kemiskinan,2022,Tulang Bawang Barat,0.88
Index Kedalaman Kemiskinan,2022,Pesisir Barat,2.22
Index Kedalaman Kemiskinan,2022,Kota Bandar Lampung,1.34
Index Kedalaman Kemiskinan,2022,Kota Metro,0.87
Index Kedalaman Kemiskinan,2022,KEP. BANGKA BELITUNG,0.6
Index Kedalaman Kemiskinan,2022,Bangka,0.67
Index Kedalaman Kemiskinan,2022,Belitung,0.93
Index Kedalaman Kemiskinan,2022,Bangka Barat,0.27
Index Kedalaman Kemiskinan,2022,Bangka Tengah,0.62
Index Kedalaman Kemiskinan,2022,Bangka Selatan,0.25
Index Kedalaman Kemiskinan,2022,Belitung Timur,0.9
Index Kedalaman Kemiskinan,2022,Kota Pangkal Pinang,0.79
Index Kedalaman Kemiskinan,2022,KEPULAUAN RIAU,1.05
Index Kedalaman Kemiskinan,2022,Karimun,0.78
Index Kedalaman Kemiskinan,2022,Bintan,0.91
Index Kedalaman Kemiskinan,2022,Natuna,1.06
Index Kedalaman Kemiskinan,2022,Lingga,2.53
Index Kedalaman Kemiskinan,2022,Kepulauan Anambas,0.92
Index Kedalaman Kemiskinan,2022,Kota Batam,0.76
Index Kedalaman Kemiskinan,2022,Kota Tanjung Pinang,1.64
Index Kedalaman Kemiskinan,2022,DKI JAKARTA,0.77
Index Kedalaman Kemiskinan,2022,Kepulauan Seribu,1.75
Index Kedalaman Kemiskinan,2022,Kota Jakarta Selatan,0.79
Index Kedalaman Kemiskinan,2022,Kota Jakarta Timur,0.56
Index Kedalaman Kemiskinan,2022,Kota Jakarta Pusat,0.73
Index Kedalaman Kemiskinan,2022,Kota Jakarta Barat,0.65
Index Kedalaman Kemiskinan,2022,Kota Jakarta Utara,1.15
Index Kedalaman Kemiskinan,2022,JAWA BARAT,1.32
Index Kedalaman Kemiskinan,2022,Bogor,1.49
Index Kedalaman Kemiskinan,2022,Sukabumi,0.93
Index Kedalaman Kemiskinan,2022,Cianjur,1.35
Index Kedalaman Kemiskinan,2022,Bandung,0.9
Index Kedalaman Kemiskinan,2022,Garut,1.81
Index Kedalaman Kemiskinan,2022,Tasikmalaya,1.42
Index Kedalaman Kemiskinan,2022,Ciamis,1.07
Index Kedalaman Kemiskinan,2022,Kuningan,2.14
Index Kedalaman Kemiskinan,2022,Cirebon,2.27
Index Kedalaman Kemiskinan,2022,Majalengka,1.55
Index Kedalaman Kemiskinan,2022,Sumedang,1.98
Index Kedalaman Kemiskinan,2022,Indramayu,1.72
Index Kedalaman Kemiskinan,2022,Subang,1.55
Index Kedalaman Kemiskinan,2022,Purwakarta,1.19
Index Kedalaman Kemiskinan,2022,Karawang,1.58
Index Kedalaman Kemiskinan,2022,Bekasi,0.74
Index Kedalaman Kemiskinan,2022,Bandung Barat,1.7
Index Kedalaman Kemiskinan,2022,Pangandaran,1.24
Index Kedalaman Kemiskinan,2022,Kota Bogor,1.27
Index Kedalaman Kemiskinan,2022,Kota Sukabumi,1.27
Index Kedalaman Kemiskinan,2022,Kota Bandung,0.7
Index Kedalaman Kemiskinan,2022,Kota Cirebon,1.34
Index Kedalaman Kemiskinan,2022,Kota Bekasi,0.96
Index Kedalaman Kemiskinan,2022,Kota Depok,0.42
Index Kedalaman Kemiskinan,2022,Kota Cimahi,0.67
Index Kedalaman Kemiskinan,2022,Kota Tasikmalaya,2.34
Index Kedalaman Kemiskinan,2022,Kota Banjar,1.02
Index Kedalaman Kemiskinan,2022,JAWA TENGAH,1.77
Index Kedalaman Kemiskinan,2022,Cilacap,1.47
Index Kedalaman Kemiskinan,2022,Banyumas,1.75
Index Kedalaman Kemiskinan,2022,Purbalingga,2.08
Index Kedalaman Kemiskinan,2022,Banjarnegara,2.34
Index Kedalaman Kemiskinan,2022,Kebumen,3.41
Index Kedalaman Kemiskinan,2022,Purworejo,1.31
Index Kedalaman Kemiskinan,2022,Wonosobo,3.18
Index Kedalaman Kemiskinan,2022,Magelang,1.66
Index Kedalaman Kemiskinan,2022,Boyolali,1.13
Index Kedalaman Kemiskinan,2022,Klaten,1.86
Index Kedalaman Kemiskinan,2022,Sukoharjo,0.87
Index Kedalaman Kemiskinan,2022,Wonogiri,1.33
Index Kedalaman Kemiskinan,2022,Karanganyar,1.64
Index Kedalaman Kemiskinan,2022,Sragen,2.07
Index Kedalaman Kemiskinan,2022,Grobogan,1.95
Index Kedalaman Kemiskinan,2022,Blora,1.8
Index Kedalaman Kemiskinan,2022,Rembang,2.41
Index Kedalaman Kemiskinan,2022,Pati,1.2
Index Kedalaman Kemiskinan,2022,Kudus,0.9
Index Kedalaman Kemiskinan,2022,Jepara,1.22
Index Kedalaman Kemiskinan,2022,Demak,1.68
Index Kedalaman Kemiskinan,2022,Semarang,1.03
Index Kedalaman Kemiskinan,2022,Temanggung,1.06
Index Kedalaman Kemiskinan,2022,Kendal,1.52
Index Kedalaman Kemiskinan,2022,Batang,1.26
Index Kedalaman Kemiskinan,2022,Pekalongan,1.67
Index Kedalaman Kemiskinan,2022,Pemalang,2.43
Index Kedalaman Kemiskinan,2022,Tegal,0.95
Index Kedalaman Kemiskinan,2022,Brebes,2.73
Index Kedalaman Kemiskinan,2022,Kota Magelang,0.47
Index Kedalaman Kemiskinan,2022,Kota Surakarta,1.07
Index Kedalaman Kemiskinan,2022,Kota Salatiga,0.66
Index Kedalaman Kemiskinan,2022,Kota Semarang,0.56
Index Kedalaman Kemiskinan,2022,Kota Pekalongan,0.9
Index Kedalaman Kemiskinan,2022,Kota Tegal,1.15
Index Kedalaman Kemiskinan,2022,D I YOGYAKARTA,2.01
Index Kedalaman Kemiskinan,2022,Kulon Progo,2.32
Index Kedalaman Kemiskinan,2022,Bantul,2.11
Index Kedalaman Kemiskinan,2022,Gunung Kidul,2.63
Index Kedalaman Kemiskinan,2022,Sleman,1.18
Index Kedalaman Kemiskinan,2022,Kota Yogyakarta,0.8
Index Kedalaman Kemiskinan,2022,JAWA TIMUR,1.62
Index Kedalaman Kemiskinan,2022,Pacitan,1.35
Index Kedalaman Kemiskinan,2022,Ponorogo,0.99
Index Kedalaman Kemiskinan,2022,Trenggalek,1.38
Index Kedalaman Kemiskinan,2022,Tulungagung,0.66
Index Kedalaman Kemiskinan,2022,Blitar,1.33
Index Kedalaman Kemiskinan,2022,Kediri,1.67
Index Kedalaman Kemiskinan,2022,Malang,0.92
Index Kedalaman Kemiskinan,2022,Lumajang,1.34
Index Kedalaman Kemiskinan,2022,Jember,1.08
Index Kedalaman Kemiskinan,2022,Banyuwangi,1.18
Index Kedalaman Kemiskinan,2022,Bondowoso,1.62
Index Kedalaman Kemiskinan,2022,Situbondo,1.34
Index Kedalaman Kemiskinan,2022,Probolinggo,2.54
Index Kedalaman Kemiskinan,2022,Pasuruan,1.29
Index Kedalaman Kemiskinan,2022,Sidoarjo,0.84
Index Kedalaman Kemiskinan,2022,Mojokerto,1.37
Index Kedalaman Kemiskinan,2022,Jombang,1.19
Index Kedalaman Kemiskinan,2022,Nganjuk,1.48
Index Kedalaman Kemiskinan,2022,Madiun,1.67
Index Kedalaman Kemiskinan,2022,Magetan,1.55
Index Kedalaman Kemiskinan,2022,Ngawi,1.66
Index Kedalaman Kemiskinan,2022,Bojonegoro,1.9
Index Kedalaman Kemiskinan,2022,Tuban,2.89
Index Kedalaman Kemiskinan,2022,Lamongan,2.13
Index Kedalaman Kemiskinan,2022,Gresik,2.17
Index Kedalaman Kemiskinan,2022,Bangkalan,3.02
Index Kedalaman Kemiskinan,2022,Sampang,2.88
Index Kedalaman Kemiskinan,2022,Pamekasan,2.05
Index Kedalaman Kemiskinan,2022,Sumenep,3.72
Index Kedalaman Kemiskinan,2022,Kota Kediri,1.42
Index Kedalaman Kemiskinan,2022,Kota Blitar,0.9
Index Kedalaman Kemiskinan,2022,Kota Malang,1
Index Kedalaman Kemiskinan,2022,Kota Probolinggo,1.04
Index Kedalaman Kemiskinan,2022,Kota Pasuruan,0.93
Index Kedalaman Kemiskinan,2022,Kota Mojokerto,0.87
Index Kedalaman Kemiskinan,2022,Kota Madiun,0.4
Index Kedalaman Kemiskinan,2022,Kota Surabaya,0.69
Index Kedalaman Kemiskinan,2022,Kota Batu,0.64
Index Kedalaman Kemiskinan,2022,BANTEN,1.03
Index Kedalaman Kemiskinan,2022,Pandeglang,1.21
Index Kedalaman Kemiskinan,2022,Lebak,1.35
Index Kedalaman Kemiskinan,2022,Tangerang,1.06
Index Kedalaman Kemiskinan,2022,Serang,0.56
Index Kedalaman Kemiskinan,2022,Kota Tangerang,0.72
Index Kedalaman Kemiskinan,2022,Kota Cilegon,0.42
Index Kedalaman Kemiskinan,2022,Kota Serang,0.77
Index Kedalaman Kemiskinan,2022,Kota Tangerang Selatan,0.32
Index Kedalaman Kemiskinan,2022,BALI,0.62
Index Kedalaman Kemiskinan,2022,Jembrana,0.73
Index Kedalaman Kemiskinan,2022,Tabanan,0.67
Index Kedalaman Kemiskinan,2022,Badung,0.29
Index Kedalaman Kemiskinan,2022,Gianyar,0.69
Index Kedalaman Kemiskinan,2022,Klungkung,0.53
Index Kedalaman Kemiskinan,2022,Bangli,0.72
Index Kedalaman Kemiskinan,2022,Karang Asem,0.84
Index Kedalaman Kemiskinan,2022,Buleleng,0.6
Index Kedalaman Kemiskinan,2022,Kota Denpasar,0.3
Index Kedalaman Kemiskinan,2022,NUSA TENGGARA BARAT,2.49
Index Kedalaman Kemiskinan,2022,Lombok Barat,1.82
Index Kedalaman Kemiskinan,2022,Lombok Tengah,2.01
Index Kedalaman Kemiskinan,2022,Lombok Timur,2.58
Index Kedalaman Kemiskinan,2022,Sumbawa,2.52
Index Kedalaman Kemiskinan,2022,Dompu,1.49
Index Kedalaman Kemiskinan,2022,Bima,2.4
Index Kedalaman Kemiskinan,2022,Sumbawa Barat,2.64
Index Kedalaman Kemiskinan,2022,Lombok Utara,6.08
Index Kedalaman Kemiskinan,2022,Kota Mataram,1.18
Index Kedalaman Kemiskinan,2022,Kota Bima,1.28
Index Kedalaman Kemiskinan,2022,NUSA TENGGARA TIMUR,3.63
Index Kedalaman Kemiskinan,2022,Sumba Barat,5.53
Index Kedalaman Kemiskinan,2022,Sumba Timur,5.54
Index Kedalaman Kemiskinan,2022,Kupang,3.89
Index Kedalaman Kemiskinan,2022,Timor Tengah Selatan,6.16
Index Kedalaman Kemiskinan,2022,Timor Tengah Utara,2.68
Index Kedalaman Kemiskinan,2022,Belu,2.87
Index Kedalaman Kemiskinan,2022,Alor,3.42
Index Kedalaman Kemiskinan,2022,Lembata,4.84
Index Kedalaman Kemiskinan,2022,Flores Timur,1.54
Index Kedalaman Kemiskinan,2022,Sikka,1.8
Index Kedalaman Kemiskinan,2022,Ende,4.8
Index Kedalaman Kemiskinan,2022,Ngada,2.13
Index Kedalaman Kemiskinan,2022,Manggarai,3.34
Index Kedalaman Kemiskinan,2022,Rote Ndao,5.31
Index Kedalaman Kemiskinan,2022,Manggarai Barat,4.44
Index Kedalaman Kemiskinan,2022,Sumba Tengah,8.08
Index Kedalaman Kemiskinan,2022,Sumba Barat Daya,3.99
Index Kedalaman Kemiskinan,2022,Nagekeo,1.3
Index Kedalaman Kemiskinan,2022,Manggarai Timur,5.27
Index Kedalaman Kemiskinan,2022,Sabu Raijua,4.61
Index Kedalaman Kemiskinan,2022,Malaka,2.24
Index Kedalaman Kemiskinan,2022,Kota Kupang,1.44
Index Kedalaman Kemiskinan,2022,KALIMANTAN BARAT,1.04
Index Kedalaman Kemiskinan,2022,Sambas,0.85
Index Kedalaman Kemiskinan,2022,Bengkayang,0.73
Index Kedalaman Kemiskinan,2022,Landak,1.4
Index Kedalaman Kemiskinan,2022,Pontianak,0.42
Index Kedalaman Kemiskinan,2022,Sanggau,0.85
Index Kedalaman Kemiskinan,2022,Ketapang,2.04
Index Kedalaman Kemiskinan,2022,Sintang,1.56
Index Kedalaman Kemiskinan,2022,Kapuas Hulu,1.41
Index Kedalaman Kemiskinan,2022,Sekadau,0.72
Index Kedalaman Kemiskinan,2022,Melawi,1.83
Index Kedalaman Kemiskinan,2022,Kayong Utara,1.2
Index Kedalaman Kemiskinan,2022,Kubu Raya,0.4
Index Kedalaman Kemiskinan,2022,Kota Pontianak,0.49
Index Kedalaman Kemiskinan,2022,Kota Singkawang,0.87
Index Kedalaman Kemiskinan,2022,KALIMANTAN TENGAH,0.91
Index Kedalaman Kemiskinan,2022,Kotawaringin Barat,0.47
Index Kedalaman Kemiskinan,2022,Kotawaringin Timur,1.34
Index Kedalaman Kemiskinan,2022,Kapuas,0.82
Index Kedalaman Kemiskinan,2022,Barito Selatan,0.58
